NCODE,No,ECLATER (catalogue 4),REPERE (info_libre),REFERENCE (info_libre),DESIGN. Français (langue2),ANGLAIS (désignation),ANCIEN CODE (info_libre),EMPLACEMENT,FAMILLE,,CATALOG1,CATALOG2,CATALOG3,UNITE,REPERE2,ECLATE2,REPERE3,ECLATE3,REPERE4,ECLATE4,REPERE5,ECLATE5,REPERE6,ECLATE6,REPERE7,ECLATE7,REPERE8,ECLATE8,REPERE9,ECLATE9,REPERE10,ECLATE10,REPERE11,ECLATE11,REPERE12,ECLATE12,REPERE13,ECLATE13,REPERE14,ECLATE14,REPERE15,ECLATE15,RMRQ,REF_ALT,,PICT1,PICT2,PICT3,PICT4
7112-VIS076-004,,76STARTER,-,805956-0,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS076-005,,76STARTER,-,300351-4,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS079-001,,79STOP CONTROL,-,814903-1,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS079-002,,79STOP CONTROL,-,801997-8,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS084-001,,84TIMING GEARS TRANSMISSION,0,1117300-2,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS085-001,,85TOP MOUNTED TURBO,7,809811-3,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS087-001,,87TURBOCHARGER,2,365219-5,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS087-002,,87TURBOCHARGER,15,1114200-7,SCREW ,"VIS,",0137-VIS003-010,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS087-003,,87TURBOCHARGER,19,232957-1,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS088-001,,88VALVE COVER,0,370195-0,SCREW ,"VIS,",0128-VIS003-020,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS089-001,,89VIBRATION DAMPER,9,1328597-8,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS089-002,,89VIBRATION DAMPER,11,812539-5,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS089-003,,89VIBRATION DAMPER,11,394619-1,SCREW ,"VIS,",0131-VIS003-118,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS089-004,,89VIBRATION DAMPER,0,177985-9,SCREW ,"VIS,",0139-VIS003-015,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS089-005,,89VIBRATION DAMPER,0,394589-6,SCREW ,"VIS,",0126-VIS000-160,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS090-001,,90WATER COOLED,7,177987-5,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS091-001,,91WATER COOLED EXH.MANIFOLD,31,812986-8,SCREW ,"VIS,",0128-VIS003-053,RC64,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VIS091-002,,91WATER COOLED EXH.MANIFOLD,8,808401-4,SCREW ,"VIS,",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VITE84-001,,84TIMING GEARS TRANSMISSION,18,347050-7,"GEAR, INJECTION PUMP ","VITESSE, POMPE D'INJECTION",0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA00-001,,14CRANK MECHANISM,0,362507-6,"FLYWHEEL
WITHOUT CLUTCH ",VOLANT SANS EMBRAYAGE,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,-,70RESILIENT COUPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA00-002,,70RESILIENT COUPLING,-,258421-7,FLYWHEEL ,VOLANT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,-,70RESILIENT COUPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA00-003,,70RESILIENT COUPLING,-,182951-4,FLYWHEEL ,VOLANT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,-,70RESILIENT COUPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA14-001,,14CRANK MECHANISM,12,393151-6,"FLYWHEEL
FRICTION CLUTCH ",VOLANT LIMITEUR DE COUPLE,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA14-002,,14CRANK MECHANISM,0,1118846-3,FLYWHEEL ,VOLANT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA14-003,,14CRANK MECHANISM,0,1307658-3,"FLYWHEEL
IND. CLUTCH SINGLE/
DOUBLE DISC AND
ELASTIC CLUTCH ",VOLANT IND. DISQUE EMBRAYAGE SIMPLE / DOUBLE ET EMBRAYAGE ELASTIQUE,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA32-001,,32FLYWHEEL HOUSING,1,386746-2,FLYWHEEL HOUSING ,VOLANT DE LOGEMENT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA32-002,,32FLYWHEEL HOUSING,0,1300639-0,FLYWHEEL HOUSING ,VOLANT DE LOGEMENT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112-VOLA70-001,,70RESILIENT COUPLING,-,332866-3,FLYWHEEL ,VOLANT,0,0,7PDR,3FEC,,MOTEUR AUXILIAIRE,SCANIA DN9,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-001,,"42INJECTION PUMP, DELIVERY PIPE",21,1393942,DELIVERY PIPE ,LIVRAISON PIPE ,0,0,7PDR,6POUT,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,20,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-002,,"42INJECTION PUMP, DELIVERY PIPE",0,1393943,DELIVERY PIPE ,LIVRAISON PIPE ,0,0,7PDR,6POUT,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,21,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-003,,"42INJECTION PUMP, DELIVERY PIPE",0,1393944, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-004,,"42INJECTION PUMP, DELIVERY PIPE",0,1393945, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-005,,"42INJECTION PUMP, DELIVERY PIPE",0,1393946, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV00-006,,"42INJECTION PUMP, DELIVERY PIPE",0,1393947, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV42-001,,"42INJECTION PUMP, DELIVERY PIPE",20,, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV42-002,,"42INJECTION PUMP, DELIVERY PIPE",20,, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV42-003,,"42INJECTION PUMP, DELIVERY PIPE",0,, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV42-004,,"42INJECTION PUMP, DELIVERY PIPE",20,, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0LIV42-005,,"42INJECTION PUMP, DELIVERY PIPE",19,, DELIVERY PIPE , LIVRAISON PIPE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0ROC20-001,,20CYLINDER HEAD,18,1333871, ROCKET ARM , ROCKET ARM ,0128-CULB00-001,RC52,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0TUB00-001,,"42INJECTION PUMP, DELIVERY PIPE",0,1386941, TUBE , TUBE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0TUB00-002,,"42INJECTION PUMP, DELIVERY PIPE",22,812786,TUBE ,TUBE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0,"42INJECTION PUMP, DELIVERY PIPE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0TUY35-001,,"35FUEL FILTER ASSY, FUEL PIPE",-,, FUEL PIPE , TUYAU DE CARBURANT ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0TUY35-002,,"35FUEL FILTER ASSY, FUEL PIPE",-,, FUEL PIPE , TUYAU DE CARBURANT ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-0TUY35-003,,"35FUEL FILTER ASSY, FUEL PIPE",-,, FUEL PIPE , TUYAU DE CARBURANT ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-20GO18-001,,18CRANKSHAFT DAMPER,0,,2 GROOVES,2 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-20GO18-002,,18CRANKSHAFT DAMPER,0,,2 GROOVES,2 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-20GO18-003,,18CRANKSHAFT DAMPER,0,,2 GROOVES,2 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-20GO18-004,,18CRANKSHAFT DAMPER,0,,2 GROOVES,2 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-30GO18-001,,18CRANKSHAFT DAMPER,0,,3 GROOVES,3 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-30GO18-002,,18CRANKSHAFT DAMPER,0,,3 GROOVES,3 GORGES,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-40BR25-001,,"25ELECTRICAL EQUIPMENT, ELECTRICAL COMPONENTS",-,,4 CONNECTION PINS,4 BROCHES DE CONNEXION,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ADAP00-001,,44INSTRUMENT PANEL,-,1113961,ADAPTER ,ADAPTATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ADAP34-001,,34FLYWHEEL HOUSING,19,1401498,ADAPTER ,ADAPTATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ADAP44-001,,44INSTRUMENT PANEL,-,1113952,ADAPTER ,ADAPTATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ADMI46-001,,46INTAKE MANIFOLD,1,1414413,INTAKE MANIFOLD ,ADMISSION ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AGRA17-001,,"17CRANKCASE VENTILATION, POINTING DOWN AND UP",8,293091,CLIP ,AGRAFE ,0,0,7PDR,5MDP,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AJUT00-001,,"42INJECTION PUMP, DELIVERY PIPE",0,1318814,NOZZLE,AJUTAGE,0129-NEZ000-010,RC52,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,-,43INJECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AJUT00-003,,"42INJECTION PUMP, DELIVERY PIPE",0,1382918,NOZZLE,AJUTAGE,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,-,43INJECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AJUT00-005,,"42INJECTION PUMP, DELIVERY PIPE",0,1383261,NOZZLE ,AJUTAGE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,-,43INJECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AJUT00-006,,"42INJECTION PUMP, DELIVERY PIPE",18,1372542,NOZZLE ,AJUTAGE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,18,"42INJECTION PUMP, DELIVERY PIPE",0,43INJECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AJUT55-001,,55OIL CLEANER,9,290535,NOZZLE ,AJUTAGE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE04-001,,"04ALTERNATOR, 1-POLE ELECTRIC SYSTEM",-,1394969,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE04-002,,"04ALTERNATOR, 1-POLE ELECTRIC SYSTEM",-,571498,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE04-003,,"04ALTERNATOR, 1-POLE ELECTRIC SYSTEM",-,1377400,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE04-004,,"04ALTERNATOR, 1-POLE ELECTRIC SYSTEM",-,571522,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE05-001,,"05ALTERNATOR, 2-POLE ELECTRIC SYSTEM",-,1397038,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE05-002,,"05ALTERNATOR, 2-POLE ELECTRIC SYSTEM",-,571499,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE06-001,,"06ALTERNATOR, MOUNTING",-,,ALTERNATOR ,ALTERNATEUR ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ALTE10-001,,"10CABLE HARNESS, ENGINE",-,,ALTERNATOR  ,ALTERNATEUR  ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AMPO00-001,,44INSTRUMENT PANEL,-,14670,BULB ,AMPOULE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,-,44INSTRUMENT PANEL,-,44INSTRUMENT PANEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AMPO00-003,,44INSTRUMENT PANEL,-,308780,BULB ,AMPOULE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,-,44INSTRUMENT PANEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-AMPO44-001,,44INSTRUMENT PANEL,-,124779,BULB ,AMPOULE ,0,0,7PDR,#N/A,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-001,,64PISTON,5,1337374,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,4,64PISTON,3,"69REPAIR KIT, PISTON RINGS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-003,,59OIL PUMP,16,804831,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,16,59OIL PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-005,,55OIL CLEANER,15,804772,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,4,"38GASKET KIT, OIL CLEANER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-006,,"24DRIVE KIT, POWER TAKE-OFF",10,804787,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,10,"24DRIVE KIT, POWER TAKE-OFF",4,77SIDE-MOUNTED POWER TAKE-OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-011,,74SEA WATER PUMP,10,261411,RETAINING RING ,ANNEAU DE RETENUE ,0138-CIRC00-002,RC53,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0,"70REPAIR KIT, SEA WATER PUMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-012,,74SEA WATER PUMP,11,282925,RETAINING RING ,ANNEAU DE RETENUE ,0138-CIRC00-008,RC53,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0,"70REPAIR KIT, SEA WATER PUMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE00-013,,74SEA WATER PUMP,12,282924,RETAINING RING ,ANNEAU DE RETENUE ,0138-RETA00-004,RC53,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0,"70REPAIR KIT, SEA WATER PUMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE11-001,,11COMPRESSOR,-,,SCRAPER RING ,ANNEAU RACLEUR ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE11-002,,11COMPRESSOR,-,1337971,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE11-003,,11COMPRESSOR,-,,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE11-004,,11COMPRESSOR,-,,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE11-005,,11COMPRESSOR,-,,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE15-001,,15CRANK MECHANISM,16,804842,RETAINING RING ,ANNEAU DE RETENUE ,0126-CIRC00-020,RC52,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE15-002,,15CRANK MECHANISM,17,804839,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE20-001,,20CYLINDER HEAD,22,804781,RETAINING RING,ANNEAU DE RETENUE,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE25-001,,"25ELECTRICAL EQUIPMENT, ELECTRICAL COMPONENTS",-,308770,GROMMET ,ANNEAU ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE43-001,,43INJECTOR,3,269786,RETAINING RING ,ANNEAU DE RETENUE ,0129-JOIN03-174,RC52,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,PIECE,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE47-001,,47JUNCTION BOX,-,277850,GROMMET ,ANNEAU ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE47-002,,47JUNCTION BOX,-,277848,GROMMET ,ANNEAU ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE47-003,,47JUNCTION BOX,-,810854,GROMMET ,ANNEAU ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113-ANNE77-001,,77SIDE-MOUNTED POWER TAKE-OFF,6,804843,RETAINING RING ,ANNEAU DE RETENUE ,0,0,7PDR,7PDR,,MOTEUR AUXILIAIRE,SCANIA 9 MARINE,0,0-,0-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
